当地时间 武汉市(机场),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.02.2021 14:00,14.3,765.7,768,-2.6,60,从东北偏北方向吹来的风,1,,4,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.7,14.3,,,2500或更高，或无云。,,,5,6.6,无降水,12,,,,
09.02.2021 11:00,11.5,768.3,770.6,0,66,从南方吹来的风,1,,4,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.7,13.2,,,2500或更高，或无云。,,,5,5.4,无降水,12,,,,
09.02.2021 08:00,7.7,768.3,770.6,0.6,85,从北方吹来的风,1,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.7,13.2,,,300-600,,,6,5.3,无降水,12,,,,
09.02.2021 05:00,7.4,767.7,770,-1.3,84,从西北方吹来的风,1,,5,,薄雾 ,,,4.7,13.2,,,300-600,,,6,4.9,无降水,12,,,,
09.02.2021 02:00,4.8,769,771.4,-0.7,91,从东北方吹来的风,1,,6,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.8,13.2,,,300-600,,,5,3.5,无降水,12,,,,
08.02.2021 23:00,6.9,769.7,772,0,81,从东北偏北方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,,,6.9,13.2,,,2500或更高，或无云。,,,9,3.9,无降水,12,,,,
08.02.2021 20:00,9,769.7,772,1,75,从北方吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,13.2,,,2500或更高，或无云。,,,8,4.8,无降水,12,,,,
08.02.2021 17:00,12.2,768.7,771.1,-0.3,62,从东北偏北方向吹来的风,3,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,13.2,,,2500或更高，或无云。,,,9,5.1,无降水,12,,,,
08.02.2021 14:00,11.5,769,771.4,-1.6,62,从东北偏北方向吹来的风,3,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,11.7,,,2500或更高，或无云。,,,9,4.5,无降水,12,,,,
08.02.2021 11:00,9.3,770.6,772.9,1,68,从东北方吹来的风,4,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,10.2,,,2500或更高，或无云。,,,7,3.7,0.5,12,,,,
08.02.2021 08:00,7.4,769.6,772,2,77,从北方吹来的风,2,,6,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,10.2,,,2500或更高，或无云。,,,4.8,3.5,0.9,12,,,,
08.02.2021 05:00,7.9,767.6,769.9,-0.3,83,从北方吹来的风,1,,6,,薄雾 ,,,7.4,10.2,,,2500或更高，或无云。,,,4.1,5.2,1,12,,,,
08.02.2021 02:00,8.5,767.9,770.2,0.1,84,从北方吹来的风,2,,6,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,10.2,,,2000-2500,,,3.6,6,1,12,,,,
07.02.2021 23:00,9.6,767.8,770.2,1.2,82,从东北偏北方向吹来的风,3,,6,,间歇性雨，不冻，在观测时较弱 ,,,,10.2,,,1500-2000,,,3.6,6.7,3,12,,,,
07.02.2021 20:00,9.8,766.6,769,1.9,97,从北方吹来的风,0,,3,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,10.2,,,1500-2000,,,1.6,9.3,3,12,,,,
07.02.2021 17:00,10.2,764.7,767,1,97,从西北方吹来的风,1,,3,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,11.5,,,1000-1500,,,1.3,9.7,3,12,,,,
07.02.2021 14:00,10.2,763.7,766,-1,96,从西北方吹来的风,1,,3,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,11.5,,,1000-1500,,,1.6,9.6,2,12,,,,
07.02.2021 11:00,10.2,764.7,767,1.5,93,从北方吹来的风,1,,2,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,11.5,,,1500-2000,,,2.7,9.1,0.4,12,,,,
07.02.2021 08:00,9.1,763.2,765.5,1.1,95,从东北偏北方向吹来的风,1,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.5,11.5,,,1500-2000,,,2.8,8.3,无降水,12,,,,
07.02.2021 05:00,8,762.1,764.3,-0.6,96,无风,0,,,,薄雾 ,,,6.5,11.5,,,1500-2000,,,1.6,7.4,无降水,12,,,,
07.02.2021 02:00,8,762.7,765.1,-0.2,96,从西北偏西方向吹来的风,1,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.4,11.5,,,2500或更高，或无云。,,,2.1,7.4,无降水,12,,,,
06.02.2021 23:00,8.4,762.9,765.2,0.7,93,从北方吹来的风,0,,4,,薄雾 ,,,5.7,11.5,,,1500-2000,,,3.1,7.3,无降水,12,,,,
06.02.2021 20:00,9.6,762.2,764.5,0.7,89,从东北偏北方向吹来的风,1,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.7,11.5,,,2500或更高，或无云。,,,4.6,7.9,无降水,12,,,,
06.02.2021 17:00,11.4,761.5,763.9,-1.5,78,从北方吹来的风,0,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.7,11.5,,,2500或更高，或无云。,,,9,7.7,无降水,12,,,,
06.02.2021 14:00,9.4,763,765.4,-2.2,86,从西南偏南方向吹来的风,2,,5,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.7,10.7,,,200-300,,,6,7.2,无降水,12,,,,
06.02.2021 11:00,7.6,765.2,767.5,0.6,91,从东南偏南方向吹来的风,2,,5,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.7,,,,200-300,,,5,6.2,无降水,12,,,,
06.02.2021 08:00,6.8,764.6,766.9,0.7,95,从南方吹来的风,2,,5,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.7,10.7,,,100-200,,,3.1,6.1,无降水,12,,,,
06.02.2021 05:00,6.9,763.9,766.2,-0.6,95,从西南偏南方向吹来的风,2,,5,,薄雾 ,,,5.7,10.7,,,100-200,,,2.9,6.2,无降水,12,,,,
06.02.2021 02:00,6.3,764.5,766.8,-0.2,97,从南方吹来的风,2,,7,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.7,10.7,,,100-200,,,2.8,5.9,无降水,12,,,,
05.02.2021 23:00,6,764.7,767,0.5,94,从南方吹来的风,1,,7,,薄雾 ,,,6,10.7,,,2500或更高，或无云。,,,2.6,5.1,无降水,12,,,,
05.02.2021 20:00,8.1,764.2,766.5,0.7,91,从西南偏南方向吹来的风,1,,7,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,10.7,,,2500或更高，或无云。,,,5,6.7,1,12,,,,
05.02.2021 17:00,10.3,763.5,765.8,-0.6,79,从西南偏南方向吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,11.4,,,2500或更高，或无云。,,,11,6.8,3,12,,,,
05.02.2021 14:00,9.7,764.1,766.4,-2.2,80,从西南偏南方向吹来的风,2,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,,,,1500-2000,,,5,6.4,3,12,,,,
05.02.2021 11:00,7.6,766.3,768.7,0.9,94,从西北偏西方向吹来的风,2,,4,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.4,,,,2000-2500,,,2.2,6.7,4,12,,,,
05.02.2021 08:00,7.5,765.4,767.7,1.2,97,从西北偏西方向吹来的风,1,,5,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,7.2,,,,600-1000,,,1,7.1,6,12,,,,
05.02.2021 05:00,7.7,764.2,766.6,-1.7,95,从西北偏北方向吹来的风,1,,5,,薄雾 ,,,6.4,13.6,,,1000-1500,,,1.3,7,5,12,,,,
05.02.2021 02:00,7.9,765.9,768.2,-0.7,96,从西北方吹来的风,1,,5,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.4,13.6,,,2500或更高，或无云。,,,1.6,7.3,6,12,,,,
04.02.2021 23:00,8.1,766.6,768.9,0.9,92,从东北偏北方向吹来的风,2,,5,,间歇性雨，不冻，在观测时较弱 ,,,6.4,13.6,,,600-1000,,,4.1,6.9,5,12,,,,
04.02.2021 20:00,9.4,765.7,768.1,1,90,从北方吹来的风,2,,6,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.4,13.6,,,1000-1500,,,2.9,7.8,3,12,,,,
04.02.2021 17:00,11.4,764.7,767,-1,89,从东北偏北方向吹来的风,0,,6,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.4,13.6,,,1500-2000,,,1.9,9.7,0.8,12,,,,
04.02.2021 14:00,13.1,765.7,768,-2.7,65,从东北方吹来的风,3,,6,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.4,13.8,,,2000-2500,,,4.4,6.5,无降水,12,,,,
04.02.2021 11:00,13,768.4,770.7,0,57,从东北偏北方向吹来的风,1,,6,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.4,13.8,,,2500或更高，或无云。,,,5,4.7,无降水,12,,,,
04.02.2021 08:00,7.2,768.4,770.7,1,95,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.4,13.8,,,2500或更高，或无云。,,,2.8,6.5,无降水,12,,,,
04.02.2021 05:00,6.5,767.4,769.7,0,98,从北方吹来的风,0,,2,,薄雾 ,,,2.7,13.8,,,2500或更高，或无云。,,,0.8,6.2,无降水,12,,,,
04.02.2021 02:00,6.8,767.4,769.7,0,97,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,13.8,,,2500或更高，或无云。,,,1.2,6.4,无降水,12,,,,
03.02.2021 23:00,8.4,767.4,769.7,1.1,92,从西北偏北方向吹来的风,0,,4,,薄雾 ,,,2.7,13.8,,,1000-1500,,,2,7.2,无降水,12,,,,
03.02.2021 20:00,9.6,766.3,768.7,1.5,88,从北方吹来的风,1,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,13.8,,,2500或更高，或无云。,,,3.1,7.7,无降水,12,,,,
03.02.2021 17:00,13,764.8,767.2,-0.6,68,从西南方吹来的风,1,,4,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,13.8,,,2500或更高，或无云。,,,4.1,7.2,无降水,12,,,,
03.02.2021 14:00,12.2,765.4,767.7,-1.6,74,从西方吹来的风,1,,4,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,13.1,,,2500或更高，或无云。,,,2.8,7.7,无降水,12,,,,
03.02.2021 11:00,8,767,769.3,0.6,99,从西北偏北方向吹来的风,1,,3,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,13.1,,,50-100,,,0.5,7.9,无降水,12,,,,
03.02.2021 08:00,6.8,766.4,768.7,0.9,99,无风,0,,,,雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.7,13.1,,,2500或更高，或无云。,,,低于 0.1,6.7,无降水,12,,,,
03.02.2021 05:00,3.3,765.5,767.8,-0.8,98,从南方吹来的风,1,,2,,间歇性雨，不冻，在观测时较弱 ,,,3.3,13.1,,,2500或更高，或无云。,,,0.1,3,无降水,12,,,,
03.02.2021 02:00,6,766.3,768.7,-0.6,98,从西南方吹来的风,0,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.8,13.1,,,2000-2500,,,1.3,5.7,无降水,12,,,,
02.02.2021 23:00,5.2,766.9,769.2,0,96,从西南偏南方向吹来的风,0,,6,,薄雾 ,,,1.7,13.1,,,2500或更高，或无云。,,,1.3,4.6,无降水,12,,,,
02.02.2021 20:00,7.1,766.9,769.2,0.3,91,从西南偏南方向吹来的风,1,,6,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.7,13.1,,,2500或更高，或无云。,,,2.4,5.7,无降水,12,,,,
02.02.2021 17:00,12.5,766.6,768.9,,61,从东南方吹来的风,2,,6,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.7,13.1,,,2500或更高，或无云。,,,4.7,5.2,无降水,6,,,,
02.02.2021 14:00,11.1,767.8,770.1,-1.9,70,从东北方吹来的风,2,,6,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.7,13.2,,,2500或更高，或无云。,,,4.6,5.8,无降水,12,,,,
02.02.2021 11:00,8.8,769.7,772,1.2,84,从东北方吹来的风,2,,5,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.7,13.2,,,300-600,,,3.2,6.2,无降水,12,,,,
02.02.2021 08:00,6,768.5,770.8,0.9,99,无风,0,,,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.7,13.2,,,200-300,,,0.5,5.9,无降水,12,,,,
02.02.2021 05:00,4.2,767.6,769.9,-0.1,99,从西南方吹来的风,0,,3,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,,,1.7,13.2,,,50-100,,,0.1,4.1,无降水,12,,,,
02.02.2021 02:00,1.8,767.7,770,0.6,99,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,雾或冰雾或强阴霾,在整个相应周期内云遮住了一半或以下的天空,1.7,13.2,,,2500或更高，或无云。,,,低于 0.1,1.7,无降水,12,,,,
01.02.2021 23:00,2.8,767.1,769.4,1.4,98,从东方吹来的风,1,,3,,间歇性雨，不冻，在观测时较弱 ,,,2.7,13.2,,,2500或更高，或无云。,,,低于 0.1,2.5,无降水,12,,,,
01.02.2021 20:00,5.7,765.7,768,1.6,95,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,5.7,13.2,,,2500或更高，或无云。,,,2,5,无降水,12,,,,
01.02.2021 17:00,12.2,764.1,766.4,0,73,从东南偏东方向吹来的风,1,,3,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.9,13.2,,,2500或更高，或无云。,,,7,7.5,无降水,12,,,,
01.02.2021 14:00,10.9,764.1,766.4,-1.7,78,从南方吹来的风,1,,3,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.9,10.9,,,2500或更高，或无云。,,,5,7.2,无降水,12,,,,
01.02.2021 11:00,8,765.8,768.1,1.3,93,从西北偏西方向吹来的风,2,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6.9,8.9,,,100-200,,,2.3,6.9,0.9,12,,,,
01.02.2021 08:00,7.2,764.5,766.9,0.1,98,无风,0,,,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,,,50-100,,,0.4,6.9,6,12,,,,
01.02.2021 05:00,7.1,764.4,766.7,-0.3,98,从西北偏北方向吹来的风,1,,4,,薄雾 ,,,,8.9,,,50-100,,,0.6,6.8,6,12,,,,
01.02.2021 02:00,7,764.7,767,-0.4,98,从西北方吹来的风,1,,4,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,8.9,,,100-200,,,1,6.7,8,12,,,,
31.01.2021 23:00,6.9,765.1,767.5,0.3,97,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,,,,8.9,,,2500或更高，或无云。,,,1.3,6.5,8,12,,,,
31.01.2021 20:00,7.4,764.8,767.2,0.1,97,从北方吹来的风,0,,4,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,9.3,,,1000-1500,,,1.1,7,4,12,,,,
31.01.2021 17:00,8,764.7,767,0.2,93,从北方吹来的风,0,,4,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,11.3,,,2500或更高，或无云。,,,2.4,6.9,4,12,,,,
31.01.2021 14:00,8.6,764.5,766.8,-2.1,88,从南方吹来的风,1,,4,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,12.1,,,1000-1500,,,4.7,6.7,2,12,,,,
31.01.2021 11:00,8.1,766.6,768.9,0.3,86,从西南方吹来的风,0,,4,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,12.1,,,2000-2500,,,4.4,5.9,1,12,,,,
31.01.2021 08:00,5.5,766.3,768.6,1.1,98,从北方吹来的风,1,,2,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,12.1,,,2500或更高，或无云。,,,3,5.2,无降水,12,,,,
31.01.2021 05:00,2.5,765.2,767.5,-0.7,96,无风,0,,,,薄雾 ,,,2.5,12.1,,,2500或更高，或无云。,,,1.9,1.9,无降水,12,,,,
31.01.2021 02:00,6.3,765.9,768.2,-0.3,90,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6,12.1,,,2500或更高，或无云。,,,5,4.8,无降水,12,,,,
30.01.2021 23:00,8,766.2,768.5,0.5,76,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,6,12.1,,,2000-2500,,,8,4,无降水,12,,,,
30.01.2021 20:00,8.8,765.7,768,0.7,75,无风,0,,,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6,12.1,,,2500或更高，或无云。,,,4.8,4.6,无降水,12,,,,
30.01.2021 17:00,11.3,765,767.3,-0.4,52,无风,0,,,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6,13.1,,,2000-2500,,,8,1.8,无降水,12,,,,
30.01.2021 14:00,11.8,765.4,767.7,-1.7,49,从东北偏东方向吹来的风,0,,2,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6,14.4,,,2000-2500,,,9,1.4,无降水,12,,,,
30.01.2021 11:00,9.6,767.1,769.4,0.6,60,从西北偏北方向吹来的风,0,,2,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,6,14.4,,,2000-2500,,,8,2.2,无降水,12,,,,
30.01.2021 08:00,6.4,766.5,768.8,1.1,82,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,,,2500或更高，或无云。,,,8,3.6,无降水,12,,,,
30.01.2021 05:00,6.5,765.4,767.7,-0.7,84,无风,0,,,,薄雾 ,,,-2,14.4,,,2500或更高，或无云。,,,5,4,无降水,12,,,,
30.01.2021 02:00,6.6,766.1,768.4,-0.1,83,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2,14.4,,,2500或更高，或无云。,,,4.6,3.8,无降水,12,,,,
29.01.2021 23:00,7,766.2,768.5,0.6,84,从东北方吹来的风,1,,5,,薄雾 ,,,-2,14.4,,,2500或更高，或无云。,,,5,4.5,无降水,12,,,,
29.01.2021 20:00,7.4,765.6,767.9,0.1,73,无风,0,,,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2,14.4,,,2500或更高，或无云。,,,6,2.9,无降水,12,,,,
29.01.2021 17:00,13.1,765.5,767.8,-1.1,34,从东南偏东方向吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2,14.4,,,2500或更高，或无云。,,,11,-2.4,无降水,12,,,,
29.01.2021 14:00,13.7,766.6,768.9,-2.5,29,从东南偏南方向吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2,13.7,,,2500或更高，或无云。,,,11,-4,无降水,12,,,,
29.01.2021 11:00,9.7,769.1,771.4,0,48,从东南偏东方向吹来的风,3,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,12.2,,,2500或更高，或无云。,,,,-0.8,无降水,12,,,,
29.01.2021 08:00,-1.4,769.1,771.5,-0.1,98,从北方吹来的风,0,,2,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2,,,,2500或更高，或无云。,,,1.6,-1.7,无降水,12,,,,
29.01.2021 05:00,-1.6,769.2,771.5,-0.9,98,无风,0,,,,间歇性雪，在观测时为强度 ,,,-1.6,12.2,,,2500或更高，或无云。,,,0.1,-1.9,无降水,12,,,,
29.01.2021 02:00,-0.3,770.1,772.4,-0.5,97,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.5,12.2,,,2500或更高，或无云。,,,3.9,-0.7,无降水,12,,,,
28.01.2021 23:00,0.9,770.6,773,0.2,95,无风,0,,,,薄雾 ,,,0.9,12.2,,,2500或更高，或无云。,,,4,0.2,无降水,12,,,,
28.01.2021 20:00,3.5,770.4,772.8,0.4,87,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.3,12.2,,,2500或更高，或无云。,,,4.8,1.5,无降水,12,,,,
28.01.2021 17:00,11.3,770,772.3,-1.1,41,从东南偏南方向吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.3,12.2,,,2500或更高，或无云。,,,10,-1.5,无降水,12,,,,
28.01.2021 14:00,10.9,771.1,773.4,-1.1,51,从东北偏北方向吹来的风,3,,5,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.3,11,,,2500或更高，或无云。,,,5,1.2,无降水,12,,,,
28.01.2021 11:00,4.7,772.2,774.6,1.4,99,从南方吹来的风,1,,3,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.3,7.3,,,50-100,,,0.5,4.6,无降水,12,,,,
28.01.2021 08:00,2.5,770.8,773.1,1.9,99,从北方吹来的风,0,,3,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.3,7.3,,,2500或更高，或无云。,,,低于 0.1,2.4,无降水,12,,,,
28.01.2021 05:00,3,768.9,771.2,-0.4,99,从北方吹来的风,0,,3,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,,,2.5,7.3,,,2500或更高，或无云。,,,低于 0.1,2.9,0.2,12,,,,
28.01.2021 02:00,3.8,769.3,771.7,1.1,99,从西北偏西方向吹来的风,1,,3,,间歇性雨，不冻，在观测时较弱 ,雾或冰雾或强阴霾,在整个相应周期内云遮住了一半或以下的天空,2.9,7.3,,,2500或更高，或无云。,,,低于 0.1,3.7,0.5,12,,,,
27.01.2021 23:00,3.5,768.2,770.5,1.8,97,从西方吹来的风,1,,3,,间歇性雨，不冻，在观测时较弱 ,,,3.5,7.3,,,2500或更高，或无云。,,,0.1,3.1,0.5,12,,,,
27.01.2021 20:00,6.2,766.4,768.7,1.6,97,从西北偏西方向吹来的风,0,,3,,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,雾或冰雾或强阴霾,在整个相应周期内云遮住了一半或以下的天空,4.9,7.3,,,1500-2000,,,0.5,5.8,1,12,,,,
27.01.2021 17:00,6.7,764.8,767.1,0.4,96,从北方吹来的风,2,,3,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.9,8.7,,,2500或更高，或无云。,,,0.7,6.1,0.9,12,,,,
27.01.2021 14:00,7.3,764.4,766.7,-1.9,94,从北方吹来的风,1,,3,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.9,9.6,,,2500或更高，或无云。,,,0.9,6.4,0.6,12,,,,
27.01.2021 11:00,7,766.3,768.6,0.6,93,从东北方吹来的风,1,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.9,,,,2500或更高，或无云。,,,1.1,5.9,0.6,12,,,,
27.01.2021 08:00,5.8,765.7,768.1,0.4,92,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,,,2500或更高，或无云。,,,1.3,4.6,无降水,12,,,,
27.01.2021 05:00,5.7,765.3,767.6,,95,无风,0,,,,薄雾 ,,,2.3,9.6,,,1000-1500,,,1,5,无降水,6,,,,
